retweet_count,reply_count,like_count,quote_count,id,Date,Followers,Status text,WC,Clout,Cognition,Affect,tentat,Drives,insight,cause,discrep,certitude
0,1,2,0,S1453977718106693635,29-10-2021,5164,"Enjoy boat safari from Bhomuraguri to silghat and witness the splendour of Gangetic river Dolphins.
.
Contact Person: Ali Hussain
Contact No. : +91 91012 80945
.
#bhomuraguriboatsafari #assamtourism #aparupassam https://t.co/A4kfRiQvyL",32,40.06,3.13,3.13,0,0,0,0,0,0
0,0,2,0,S1456135583504293893,04-11-2021,5164,"Directorate of Tourism wishes you a very Happy Diwali to all.
.
#diwali #Diwali2021 #diwalicelebration #assamtourism #aparupassam https://t.co/WwVPjC4Mq8",21,88.15,9.52,9.52,0,0,0,0,4.76,0
1,1,3,0,S1456960734047268865,06-11-2021,5164,"__ohugarh_ a natural zoo built by Ahom Swargadeo Rudra Singha during 1696 _ 1714, is said to be Asia__ first natural zoo of that era. It was built in such a manner that it retains water throughout the year, which creates natural habitat for the wildlife. https://t.co/5mGE7je64f",50,29.01,2,2,0,2,0,0,0,0
0,1,1,0,S1458020791920906243,09-11-2021,5164,"Bhalukpong, nestled in the foothills of Himalaya is located partly in Assam and a part in Arunachal Pradesh. This place is known for its spectacular beauty and serene ambience. https://t.co/YEsfCfS007",34,24.36,8.82,8.82,2.94,0,2.94,0,0,0
0,0,0,0,S1458312708407771145,10-11-2021,5164,"Chhath puja is dedicated to the solar deity, Surya for bestowing the bounties of life on Earth. May all evils get washed with the holy bath.

Directorate of Tourism sends sincere Chhath Puja greetings to every devotee.
.
#chhathpuja #assamtourism #awesomeassam #aparupassam https://t.co/TOcysCAkqj",46,40.06,6.52,10.87,2.17,4.35,0,0,0,0
0,1,1,0,S1458698239331373060,11-11-2021,5164,"Kakoijana reserved forest is located near Abhayapuri in Bongaigaon district of Assam.
The forest houses various species of animals and birds,  but it is most popular for the endangered golden langur.
The place is a hikers Paradise and is a must visit for anyone  touring Assam. https://t.co/bpHm8Zsvpg",51,29.21,7.84,3.92,1.96,0,0,0,1.96,0
0,1,2,0,S1458698497268404224,11-11-2021,5164,"Kakoijana reserved forest is  near Abhayapuri in Bongaigaon district of Assam.
The forest houses various species of animals and birds,  but it is most popular for the endangered golden langur.
The place is a hikers Paradise and is a must visit for anyone  touring Assam. https://t.co/R6A7d20hVk",50,29.01,8,4,2,0,0,0,2,0
0,1,1,0,S1458700202466963459,11-11-2021,5164,"Kakoijana reserved forest is located near Abhayapuri in Bongaigaon district of Assam.
The forest houses various species of animals and birds,  but it is most popular for the endangered golden langur.
The place is a hikers Paradise and is a must visit for anyone  touring Assam. https://t.co/FE2zyEkjkd",51,29.21,7.84,3.92,1.96,0,0,0,1.96,0
0,0,1,0,S1459755610476404738,14-11-2021,5164,"Assam tourism all decked up for India International Trade Fair 2021,New Delhi.
Come visit us at Pragati Maidan, Hall No 3, First Floor.
.
@BimalBorah119
.
#assamtourism #awesomeassam #aparupassam #internationaltradefair2021 #PragatiMaidan https://t.co/Os9gAxTsYL",35,57.11,5.71,11.43,0,2.86,0,0,0,0
0,1,0,1,S1459835374117666821,14-11-2021,5164,"Mt. Tumjang also known as Selkal Peak is located in Borail Range, Dima Hasao district. It is a must visit destination for adventurous lovers ,tourist and  researchers.
 
One can trek to Selkal Peak,from P. Leikul Village which is around 55 km via Mahur from Haflong. https://t.co/gjbbYTtFEO",51,63.27,7.84,3.92,0,1.96,1.96,0,3.92,0
0,0,1,0,S1460574135348707331,16-11-2021,5164,"""All good things are wild and free.""
.
Location: Gabharujan, Dibrugarh.
.
P.C. <U+0001F4F8>: Myna Raj Photography 
.
#assamtourism #awesomeassam #aparupassam #lesserknowndestination #dibrugarh #gabharujan #wildlife https://t.co/Tm23XU4Seq",29,78.45,3.45,13.79,0,0,0,0,0,0
0,1,1,0,S1460871235525836800,17-11-2021,5164,"Assam with sprawling tea gardens, exotic wildlife, verdant flora and fauna, swift and scenic flowing rivers is an absolute beauty, situated amidst lush green valleys and majestic mountains.

 Presenting before you some lesser known destinations of Assam in a few seconds. https://t.co/NdEN25Hfjg",46,65.68,2.17,2.17,0,0,2.17,0,0,0
0,0,1,0,S1461585560594620416,19-11-2021,5164,"May we imbibe the noble teachings of Guru Nanak in our daily lives.

Directorate of Tourism wishes you a very Happy Guru Purab!
.
#assamtourism #aparupassam #awesomeassam #gurunakajayanti #GuruPurab https://t.co/iCoNd66HWk",33,99,6.06,12.12,3.03,6.06,0,0,3.03,0
0,0,1,0,S1461623397952024583,19-11-2021,5164,"Government allows all the religious, iconic places, parks etc. of Sibsagar District to re-open from 19/11/2021.
.
P.C: Manna Deb
.
#sibsagardistrict #reopens #assamtourism #aparupassam #awesomeassam #shivadol #rangghar #karengghar #talatalghar #charaideumaidam https://t.co/y4APz8IyWT",37,40.06,5.41,5.41,0,2.7,0,2.7,0,0
0,0,2,0,S1461978272317595651,20-11-2021,5164,"Greetings everyone, 
You're cordially invited to 'Assam Day celebration_ at India International Trade Fair.

Time: 5.30 PM to 7.00 PM  
Date: 20/11/2021  
Venue: Amphi Theatre (Near Hall No. 2 to 5), Pragati Maidan, New Delhi. https://t.co/Qg2gm1cb5c",42,67.92,4.76,11.9,0,4.76,0,0,0,0
0,1,1,0,S1463405524838326275,24-11-2021,5164,"Commemorating the heroism of Lachit Borphukan and the victory of the Assamese army at the Battle of Saraighat.

On this day let us all pledge to pass on the legacy of the 'Bir' to the coming generation. https://t.co/fiKYG4XIVX",42,79.51,2.38,7.14,0,11.9,0,0,0,0
1,0,2,0,S1464479330474463233,27-11-2021,5164,"__here flowers bloom, so does hope._ - Lady Bird Johnson.
.
Location: N15 Telam, Dhemaji
.
P.C: Myna Raj Photography 
.
#assamtourism #aparupassam #awesomeassam #telam #dhemaji #lesserknowndestination #bloom #spring #beautifulplace https://t.co/u3r24HczMj",32,58.66,3.13,12.5,3.13,0,0,0,3.13,0
0,1,0,0,S1464812763969056773,28-11-2021,5164,"Team of Assam Tourism Officials led by Director of Tourism Ms. Madhumita Bhagwati, participated in the 9th International Tourism Mart held in Kohima, Nagaland.

International Tourism Mart is an annual event organized by the Ministry of Tourism, Govt. of India to showcase the https://t.co/g41rBkzZQt",48,84.23,4.17,2.08,0,10.42,2.08,2.08,0,0
0,0,2,0,S1464822461279522817,28-11-2021,5164,"Director of Tourism Ms. Madhumita Bhagwati presenting the book __parup Assam_ to Hon__le Minister of State Shri @AjaybhattBJP4UK , Ministry of Tourism and Defence, Govt. of India.
.
#assamtourism #aparupassam #awesomeassam #internationaltourismmart 
 #governmentofindia https://t.co/LLRi4qITFi",37,71.32,0,5.41,0,5.41,0,0,0,0
0,2,3,0,S1466665040690704386,03-12-2021,5164,"__ature is not a place to visit. It is home._ - Gary Snyder
.
#assamtourism #aparupassam #awesomeassam #greenvelvet #dekapam #dhemaji https://t.co/ZswZqA315t",23,5.93,4.35,8.7,0,0,0,0,0,0
0,1,1,0,S1466727948086439942,03-12-2021,5164,"Hon'ble Tourism minister, Telengana Sri V.Srinivas Goud and Managing Director of Telengana State Tourism Development Corporation Sri B.Manohar Rao, visited Assam Tourism stall at IITM, Hyderabad today.
.
@BimalBorah119 https://t.co/qRNSWe6Myc",36,56.63,0,2.78,0,5.56,0,0,0,0
1,1,0,0,S1467119032536952832,04-12-2021,5164,"Hon'ble Tourism minister of Bihar Sri Narayan Prasad visited Assam Tourism stall at IITM, Hyderabad today.
.
@BimalBorah
.
#assamtourism #aparupassam #awesomeassam #lesserknowndestinations #assamtourismstall #iitm #Hyderabad https://t.co/PvpS4QRM0Y",30,40.06,0,6.67,0,3.33,0,0,0,0
0,0,1,0,S1467179636488425472,04-12-2021,5164,"Assam Tourism bags ""Wildlife Destination of the Year"" Award at IITM, Hyderabad.
.
@BimalBorah119
.
#assamtourism  #aparupassam #awesomeassam #lesserknowdestinations #WildlifeDestination #iitm #hyderabad https://t.co/1atQLIEf7j",25,40.06,0,12,0,4,0,0,0,0
1,2,5,0,S1468163384356995072,07-12-2021,5164,Majuli Music Festival is an initiative of the locals' to help Majuli gain the recognition as the World's Largest River Island. Music being the ultimate tool helps them attract tourists maintaining sustainable tourism and providing them the experience of good music together https://t.co/RZPvfzBMOX,47,76.11,2.13,12.77,0,10.64,2.13,0,0,0
0,1,2,0,S1468862480059305985,09-12-2021,5164,"Celebrated poet from Assam, Nilmani Phookan has been awarded the 56th Jnanpith Award for his lifetime contribution to literature. 

His work, replete with symbolism and is representative of the genre in Assamese poetry. It is for the third time that Assam has received https://t.co/EEwz1nqPAF",48,64.67,0,8.33,0,8.33,0,0,0,0
0,1,2,0,S1469278166476734465,10-12-2021,5164,"Perched on a hillock by the banks of river Brahmaputra, the British era bungalow also know as the Deputy Commissioners bungalow has been restored, renovated and converted into Brahmaputra River Heritage Center. https://t.co/NH2fj3CpWb",37,40.06,2.7,2.7,0,2.7,2.7,0,0,0
0,1,1,0,S1469591842211594241,11-12-2021,5164,The North-Eastern part of India is famous for its natural scenic beauty.  Nakkati Hills located in the Bongaigaon district of Assam  stands true to this claim. The breathtaking view from the mist laden ' Nakkati Hill peak point' is sure to leave anyone enthralled. https://t.co/lLqydgblBI,48,40.06,6.25,8.33,2.08,2.08,0,0,0,0
1,1,6,0,S1470615283572240387,14-12-2021,5164,"English name: Devine Jasmine 
Botanical name: Tamilnadia uliginosa
Located in Bokota village in the Sivasagar district of Assam, a tree popularly known as ""Bakhar Bengena"" is probably  the oldest living Devine Jasmine tree. It is scientifically estimated to be 580 years old. https://t.co/QEzf6hfJ4K",47,76.11,6.38,2.13,4.26,0,2.13,0,0,0
0,1,2,0,S1471863230855512064,17-12-2021,5164,"Situated on the banks of River Beki, 'Sarbhog' is a town in the Barpeta district of Assam. This place is popular for the production of dairy products. It is mainly famous for the milk cream and curd which is produced locally. @BimalBorah119 https://t.co/Kfayv3JO2a",47,40.06,2.13,4.26,0,2.13,0,0,0,0
0,1,1,0,S1472563496613072897,19-12-2021,5164,"Two trains with Vistadome services were flagged off today between Guwahati - Naharlagun, and Naharlagun- Tinsukia by Dr. @himantabiswa , Hon'ble, Chief Minister of Assam and Smt. Darshana Jardosh, Hon'ble Union state  Minister of Railways and Textiles, Govt. Of India; https://t.co/UitbgyoeNL",45,17.85,0,2.22,0,8.89,0,0,0,0
0,0,1,0,S1474610040162062338,25-12-2021,5164,"The Directorate of Tourism, Assam wishes everyone a Merry Christmas. 
May Lord Jesus bless you with good health and happiness.
.
#assamtourism #aparupassam #christmas2021 #merrychristmas2021 https://t.co/lac9xFr9L9",29,96.58,10.34,20.69,3.45,3.45,0,0,3.45,0
1,1,2,0,S1474797883475910657,25-12-2021,5164,"On the occasion of Good Governance  Day, a cleanliness drive was organised in various offices under Directorate of Tourism, Assam .
.
#assamtourism #aparupassam #directorateoftourism #goodgovernanceday #cleanlinessdrive https://t.co/2RgxHUB4kq",30,22.56,3.33,6.67,0,0,0,0,0,0
0,0,3,0,S1475368440214994949,27-12-2021,5164,"Pratima Baruah Pandey

Remembering the maestro of 'Goalporia Lukogeet' on her death anniversary.
.
#assamtourism #aparupassam #directorateoftourism #PratimaBaruahPandey #goalporialukogeet #deathAnniversary https://t.co/8c4YNnjwgq",24,64.67,4.17,4.17,0,0,4.17,0,0,0
0,1,2,0,S1475764455703121924,28-12-2021,5164,"'Brahmaputra Utsav' was organized by Brahmaputra Board, Ministry of Jalshakti, Govt of India to celebrate the mighty river Brahmaputra across Assam and Arunachal Pradesh from 16-22 December as part of Azadi Ka Amrit Mahotsav. https://t.co/IkODVAs0Cw",39,26.18,5.13,7.69,0,5.13,2.56,0,0,0
0,0,1,0,S1477169219053633537,01-01-2022,5164,"To a year full of hope, gratitude, and happiness.

The Directorate of Tourism wishes everyone a Happy New Year!
.
#assamtourism #aparupassam #directorateoftourism #happynewyear2022 https://t.co/wkQdIfWqu1",28,61.28,10.71,21.43,3.57,0,0,0,7.14,0
0,1,3,0,S1477498839179227137,02-01-2022,5164,The mystical  Biswanath temple known as 'Gupta Kashi' or 'Pani Devalaya' is situated at the bank of the mighty Brahmaputra river  around 10 km from the north of Biswanath town. https://t.co/IaYkFz9JFC,35,57.11,5.71,5.71,2.86,2.86,2.86,0,0,0
0,1,2,0,S1478323190048837632,04-01-2022,5164,"Suryapahar (Goalpara District) 

About 136 km west of Guwahati is an unique Archeological Site on a hillock with Hindu, Buddhist and Jain relics standing together. The site has hundreds of ancient engraved Shiva lingas of various sizes, a series of Buddhist Stupas, https://t.co/bXLNxswMYA",47,18.61,4.26,2.13,0,2.13,0,0,0,0
0,1,1,0,S1480901288065855490,11-01-2022,5164,"Son Beel (Karimganj District)

The largest wetland in the state, Son Beel attracts a host of migratory birds during the winter. With boats ferrying across the wetland and numerous families engaged in  fishing activity , it is the life line of the village around. https://t.co/sfnpdLoFJB",48,90.6,0,2.08,0,2.08,0,0,0,0
0,1,1,0,S1482963277475119114,17-01-2022,5164,"We commemorate Rupkonwar Jyoti Prasad Agarwala on his 70th death anniversary.

To mark the death anniversary of the cultural icon and freedom fighter 'Silpi Divas' is being celebrated every year all over Assam on January 17th . https://t.co/5iUHJh6E6z",41,80.24,4.88,4.88,0,4.88,0,0,0,0
2,1,3,0,S1484048482378076161,20-01-2022,5164,"Situated in Agia village, of Goalpara district there lies the Urpad Beel. It is a natural lake located 9 km away from the headquarters of the Goalpara district.

Urpad Beel is one of the biggest natural lakes of Lower Assam and is home to many varieties of fishes and birds. https://t.co/bz1e7bgHuK",55,40.06,1.82,1.82,0,1.82,0,0,0,0
0,1,1,0,S1485865993440092161,25-01-2022,5164,National Tourism Day is celebrated across the country on 25th January  to appreciate India__ beauty and raise awareness about the importance of tourism and its impact on the economy. https://t.co/EQGXt9rzvd,34,40.06,8.82,8.82,0,2.94,5.88,2.94,0,0
0,0,1,0,S1486198080919666689,26-01-2022,5164,"Commemorating the spirit of independent and individual India, the nation celebrates its 72nd Republic Day. Rejoicing the glory of India.

Directorate of Tourism, Govt. of Assam wishes everyone a Happy Republic Day.
.
#Republicday2022 #assamtourism #aparupassam https://t.co/4mSaXSAF18",40,40.06,7.5,12.5,0,5,0,0,2.5,0
0,0,2,0,S1486200086929416195,26-01-2022,5164,"Commemorating the spirit of independent and individual India, the nation celebrates its 72nd Republic Day. Rejoicing the glory of India.

Directorate of Tourism, Govt. of Assam wishes everyone a Happy Republic Day.
.
#Republicday2022 #assamtourism #aparupassam https://t.co/zfsxOhS65K",40,40.06,7.5,12.5,0,5,0,0,2.5,0
0,1,4,0,S1486635413800247298,27-01-2022,5164,"Brahmaputra River paves its way through Assam like the lifeline of its people and culture. Known by several other names  i.e. __uit_, __iri Luit_, __or Luit_ __or Noi_, this river is  the source of strength for the people of Assam. https://t.co/IiSugUeuqd",45,40.06,8.89,4.44,0,2.22,2.22,2.22,0,0
1,1,1,0,S1487434439776825349,29-01-2022,5164,"Bagurumba Folk Dance is a colorful folk dance of Assam. It's a traditional dance of the indigenous Bodo community. 

The vibrant, colorful dance form symbolises dance of plants,  of animals, birds, butterfly, wave of a flowing river, wind, etc. https://t.co/0gImxIrRiP",44,78.1,0,6.82,0,2.27,0,0,0,0
6,0,32,0,S1139404412504248321,14-06-2019,81503,"Special Tour Package 
#BiharTourismDept #BSTDC https://t.co/GvzREydHCF",10,40.06,0,10,0,0,0,0,0,0
21,10,139,5,S1276473092684963842,26-06-2020,81503,"#blissfulbihar tourism dept,bihar is looking for a brand partner. https://t.co/inKN9bUzII",15,40.06,0,13.33,0,6.67,0,0,0,0
12,1,73,3,S1281468099829456898,10-07-2020,81503,"The #MahabodhiTemple (literally: ""Great Awakening Temple""), a UNESCO World Heritage Site, is an ancient, #Buddhist temple in #Bodhgaya, marking the location where the #Buddha is said to have attained enlightenment.
#BlissfulBihar #bihartourism #tourism
#IncredibleIndia #travel https://t.co/qDk8worp0k",40,69.2,2.5,7.5,0,2.5,2.5,0,0,0
17,4,82,0,S1281830339699040256,11-07-2020,81503,"#VishwaShantiStupa Rajgir built in 1969, one of the 80 peace pagodas in the world, to spread the message of peace and non-violence, located at 400 Metre High Hill of #Ratnagiri.
#BlissfulBihar #VisitBihar #Tourism #bihartourism #Buddhism #architecture #WorldPeacePagoda #travel https://t.co/P8L5JAeT8R",43,40.06,0,9.3,0,0,0,0,0,0
76,20,454,6,S1282337569393405953,12-07-2020,81503,"_#Ghorakatora_ a beautiful and scenic spot located at #Rajgir, #Nalanda district. Surrounded by hills anyone can enjoy the boating in the lake featuring #70feet tall #Buddha Statue, and witnesses the sound of wind and nature.
#BlissfulBihar #VisitBihar #IncredibleIndia #Tourism https://t.co/07ZYm9S7jz",44,53.63,4.55,6.82,2.27,0,0,0,2.27,0
23,1,81,3,S1282635844499562496,13-07-2020,81503,"#Tomb of the legend #SherShahSuri a 122 feet high red sandstone, built in the Indo-Afghan style, stands in the middle of a beautiful lake in #Sasaram, #Rohtas district. Finest example of medieval #Islamic funerary architecture in India.
#BlissfulBihar #IncredibleIndia #Tourism https://t.co/8UvP09lvcx",45,40.06,0,13.33,0,0,0,0,0,0
16,1,61,0,S1283293075888934912,15-07-2020,81503,"#TakhtSriHarmandirSahib alias Patna Sahib #Gurudwara is the birth place of #GuruGobindSingh Ji Maharaj, A spiritual master, warrior, poet, philosopher and the founder of #Khalsa. The last of the highly venerated 10 #Sikhgurus was born here in 1666. #BlissfulBihar #BiharTourism https://t.co/AmMe2NnZiT",44,53.63,0,4.55,0,4.55,0,0,0,0
26,5,105,2,S1284028778767777792,17-07-2020,81503,"#MandarHill, in #Banka district is a  800 feet tall granite hill, amidst beautiful panorama. #Mythology has it that it was used by the gods and the asuras to churn the ocean, #sagarmanthan, of milk for elixir. 
#BlissfulBihar #BiharTourism #IncredibleIndia #UnlockBihar #Mountains https://t.co/tnMLwnAwtZ",46,40.06,2.17,6.52,0,0,0,2.17,0,0
18,1,90,0,S1287692644378767360,27-07-2020,81503,"#Golghar, #Patna was built in 1786 by Captain John Garstin as a magnanimous #granary. The top of Golghar presents a wonderful #Panoramic view of the city and the adjoining #Ganges. 
#BlissfulBihar #BiharTourism #UnlockBihar #VisitBihar #Tourism #IncredibleIndia #PrideofPatna https://t.co/7CNAjn4PnY",42,40.06,0,11.9,0,2.38,0,0,0,0
11,2,53,1,S1289141891607351296,31-07-2020,81503,"#ManerSharif, an exemplary blend of #classical Islamic #architecture &amp; #religion, 
The building has #carvings of great delicacy and high finish. characterises the architecture is by far the finest #monument of the Mughals in Eastern #India 
#BlissfulBihar #Tourism #BiharTourism https://t.co/J3q0G74kB9",43,40.06,0,9.3,0,2.33,0,0,0,0
10,0,39,1,S1290607107692093440,04-08-2020,81503,"#buddharelics at #patnamuseum.excavated by dr as altekar in 1958-60 is a mud stupa,built by lichhavis in 5th century bc,at vaishali.soap stone casket has copper coins,a conch,2 glass beads and ashes of Buddha.his mortal remains divided into 8 portions had stupa built over them. https://t.co/Bk7aABGCUh",55,61.66,1.82,1.82,0,0,0,1.82,0,0
27,2,122,3,S1291621774933626880,07-08-2020,81503,"This 18.3 meter tall #AshokaPillar, erected during Mauryan dynasty is a #GrecoIndian example of #architecture with a beautiful life-like statue of a lion on the top located at #Vaishali, The Pillar is constructed after being victorious on #Kalinga.
#BlissfulBihar #BiharTourism https://t.co/KtutUMeuGG",45,40.06,0,8.89,0,2.22,0,0,0,0
